,BersaljuBesok,SuhuMin,SuhuMax,Suhu9am,Suhu3pm,Penguapan,SinarMatahari,Awan9am,Awan3pm,Kelembaban9am,Kelembaban3pm
98173,0,12.2,16.3,14.0,15.4,4.6,7.0,7.0,7.0,70.0,68.0
98177,0,8.8,28.2,20.3,27.1,3.2,8.8,2.0,6.0,51.0,16.0
98188,0,10.5,17.7,14.6,16.1,4.2,9.9,3.0,4.0,66.0,51.0
98191,0,10.8,27.0,21.9,24.3,5.8,10.2,1.0,1.0,31.0,60.0
98193,0,11.2,15.4,11.9,13.2,2.0,4.5,3.0,7.0,67.0,68.0
98194,0,2.0,13.7,8.1,13.1,1.8,5.7,7.0,4.0,70.0,52.0
98195,1,12.0,15.6,13.0,15.0,7.4,1.6,8.0,4.0,87.0,71.0
98199,0,10.6,16.7,11.4,16.1,1.4,4.9,3.0,7.0,89.0,63.0
98203,1,12.7,18.6,18.6,12.6,6.0,0.0,8.0,8.0,88.0,100.0
98206,0,8.8,14.6,11.4,14.1,2.4,0.3,8.0,7.0,68.0,60.0
98208,1,26.0,31.1,26.3,24.8,6.6,0.4,7.0,8.0,90.0,95.0
98209,1,18.4,30.7,22.5,29.6,4.0,7.7,1.0,3.0,68.0,47.0
98210,0,8.2,19.3,9.9,18.3,0.8,9.9,1.0,1.0,93.0,54.0
98211,0,23.2,34.9,28.1,33.7,7.8,11.3,5.0,3.0,66.0,46.0
98212,0,15.5,23.4,19.2,21.9,1.8,3.5,8.0,6.0,81.0,72.0
98214,1,9.9,15.7,11.7,12.6,0.8,5.7,6.0,7.0,99.0,99.0
98215,0,7.9,19.3,10.5,17.6,3.4,5.6,2.0,6.0,75.0,39.0
98217,0,16.5,37.3,27.1,35.0,10.2,13.6,0.0,1.0,29.0,14.0
98221,0,8.3,19.0,14.5,17.4,5.0,5.8,0.0,4.0,46.0,40.0
98223,0,21.8,30.0,26.6,27.7,5.2,3.7,3.0,7.0,57.0,58.0
98225,0,21.8,29.6,27.3,28.1,13.0,9.3,7.0,7.0,50.0,48.0
98227,0,17.3,24.4,21.9,23.3,5.4,11.7,1.0,3.0,65.0,61.0
98228,0,17.8,24.9,21.0,24.1,5.0,10.2,3.0,6.0,75.0,61.0
98229,0,16.4,28.7,25.5,26.5,8.4,11.1,2.0,0.0,54.0,48.0
98233,0,13.8,17.6,16.7,16.9,4.8,10.4,2.0,1.0,60.0,60.0
98234,0,14.2,25.3,16.2,24.7,2.4,6.1,7.0,6.0,90.0,48.0
98236,1,12.3,15.9,12.7,12.0,2.4,3.2,7.0,8.0,100.0,99.0
98239,0,13.3,21.5,17.6,21.3,6.6,11.0,2.0,5.0,75.0,58.0
98241,0,16.6,24.5,21.0,22.6,8.0,8.2,7.0,3.0,53.0,53.0
98245,0,4.9,21.1,12.6,20.4,5.2,10.3,1.0,2.0,44.0,21.0
98252,1,24.6,32.0,29.1,28.8,9.4,0.9,7.0,8.0,71.0,80.0
98253,1,24.1,30.4,29.1,24.8,6.0,3.1,7.0,7.0,76.0,91.0
98260,0,4.5,18.6,10.4,17.7,3.8,10.2,3.0,2.0,68.0,33.0
98262,0,-0.2,14.2,7.2,13.5,2.4,9.9,1.0,1.0,67.0,35.0
98265,1,14.4,24.3,21.8,19.0,8.0,0.0,7.0,8.0,55.0,92.0
98267,0,6.8,16.9,10.4,16.2,2.0,7.4,7.0,5.0,83.0,50.0
98270,0,9.0,15.0,11.9,14.1,0.8,2.6,6.0,6.0,69.0,56.0
98272,0,7.8,15.4,11.8,14.7,1.6,4.0,7.0,6.0,56.0,45.0
98273,0,18.1,26.6,23.3,26.3,1.2,10.4,3.0,1.0,66.0,42.0
98276,0,16.7,22.0,19.2,20.1,5.4,6.7,7.0,6.0,68.0,70.0
98278,1,9.5,12.9,9.6,12.2,1.0,3.2,6.0,8.0,91.0,89.0
98280,0,8.1,14.3,11.1,12.9,4.2,1.4,7.0,8.0,75.0,61.0
98282,1,18.7,31.9,22.4,30.2,8.2,11.2,2.0,6.0,50.0,28.0
98283,0,5.3,22.1,16.4,21.4,6.4,10.2,1.0,3.0,44.0,24.0
98285,0,9.4,20.7,14.5,20.4,3.8,7.6,6.0,6.0,57.0,33.0
98286,1,23.1,26.1,24.2,24.2,5.2,0.0,8.0,8.0,94.0,98.0
98291,0,2.9,25.8,14.9,24.8,4.0,10.9,0.0,0.0,48.0,14.0
98292,0,13.9,27.5,18.1,26.7,4.4,7.8,8.0,7.0,95.0,56.0
98293,0,12.2,22.4,15.2,21.5,2.8,5.4,7.0,7.0,78.0,65.0
98294,0,15.8,23.7,19.6,19.9,2.0,1.8,8.0,6.0,63.0,60.0
98296,0,10.2,24.5,15.1,22.4,4.8,12.2,0.0,0.0,56.0,26.0
98297,1,11.4,19.7,14.3,18.5,4.0,8.1,2.0,7.0,53.0,35.0
98301,0,6.7,15.8,12.8,15.2,2.8,1.8,6.0,5.0,55.0,54.0
98303,0,9.9,31.6,20.8,30.4,7.2,13.1,0.0,1.0,38.0,14.0
98307,0,4.1,15.9,11.2,15.3,3.6,2.9,7.0,7.0,67.0,58.0
98310,0,18.7,26.3,23.3,24.8,7.2,11.4,5.0,5.0,68.0,62.0
98311,0,19.2,26.4,22.0,25.3,6.0,8.5,4.0,5.0,61.0,57.0
98313,0,20.3,32.9,22.6,30.6,10.8,8.7,7.0,6.0,55.0,30.0
98314,0,22.1,30.1,28.9,28.1,6.2,5.0,6.0,5.0,58.0,58.0
98320,0,5.5,16.3,8.1,14.8,1.6,7.7,0.0,2.0,80.0,58.0
98323,0,24.0,35.4,31.3,33.7,8.6,11.9,5.0,2.0,51.0,45.0
98329,0,19.7,31.1,22.6,31.0,5.8,10.0,1.0,5.0,83.0,26.0
98331,0,16.3,25.6,21.8,24.9,8.0,13.0,1.0,1.0,51.0,17.0
98334,0,17.0,31.5,23.9,28.9,9.4,12.6,1.0,1.0,39.0,42.0
98336,1,-0.7,15.1,7.9,14.7,2.8,9.8,2.0,2.0,81.0,38.0
98338,0,7.7,31.0,19.4,28.5,5.8,13.5,1.0,3.0,44.0,20.0
98341,0,5.6,23.4,15.4,22.4,3.4,7.2,3.0,7.0,63.0,48.0
98344,0,2.9,25.0,16.5,23.9,4.6,11.1,0.0,0.0,67.0,30.0
98345,0,15.4,26.9,19.9,25.6,3.6,9.8,1.0,1.0,78.0,53.0
98346,0,26.0,34.6,30.1,33.7,6.6,9.8,3.0,7.0,76.0,49.0
98347,1,17.5,19.7,18.2,17.8,5.4,0.0,8.0,8.0,88.0,82.0
98350,1,23.8,33.6,26.9,33.5,7.4,3.5,7.0,7.0,87.0,56.0
98352,0,13.0,26.2,20.0,25.7,6.8,11.1,2.0,1.0,44.0,25.0
98353,0,24.3,32.8,28.1,32.6,3.8,5.5,7.0,8.0,81.0,62.0
98355,0,16.6,29.2,21.4,27.6,10.6,11.5,1.0,4.0,53.0,33.0
98358,0,13.4,22.7,16.8,18.0,7.8,6.8,3.0,4.0,55.0,65.0
98363,0,9.3,16.2,9.9,15.9,1.4,2.0,8.0,8.0,100.0,79.0
98364,1,2.3,16.8,10.7,16.5,3.0,4.0,3.0,7.0,48.0,47.0
98371,0,20.2,32.8,24.6,32.0,6.8,10.7,3.0,5.0,63.0,31.0
98372,0,23.8,33.5,29.0,31.9,6.6,11.7,2.0,1.0,59.0,52.0
98373,0,10.7,17.3,12.0,15.3,4.0,10.5,6.0,1.0,45.0,50.0
98375,0,10.0,19.4,14.3,18.6,4.8,12.0,3.0,4.0,47.0,31.0
98376,0,1.7,14.3,6.2,12.9,4.2,6.4,7.0,5.0,86.0,53.0
98377,1,11.7,19.7,14.4,16.7,4.0,0.7,7.0,7.0,69.0,88.0
98378,0,12.6,27.9,21.7,24.9,5.6,11.5,2.0,0.0,58.0,48.0
98379,0,16.9,26.5,24.4,25.4,7.0,11.7,2.0,4.0,58.0,51.0
98381,1,2.5,12.2,8.1,10.9,1.0,1.5,1.0,8.0,91.0,69.0
98384,0,13.5,24.5,21.4,24.1,3.6,9.9,0.0,1.0,71.0,61.0
98385,0,16.7,32.4,21.9,30.0,10.2,13.8,1.0,1.0,53.0,25.0
98386,1,14.2,17.7,17.0,15.8,7.4,1.0,7.0,8.0,61.0,80.0
98387,0,14.6,26.8,22.0,25.6,8.0,10.9,2.0,1.0,56.0,30.0
98388,0,12.7,17.2,13.5,16.2,2.6,1.3,7.0,7.0,83.0,51.0
98390,0,4.9,13.1,6.7,11.4,1.0,4.8,4.0,6.0,85.0,68.0
98391,0,12.4,18.0,13.0,16.5,0.6,4.4,8.0,5.0,100.0,66.0
98393,0,14.0,20.1,17.3,19.0,2.2,6.8,6.0,5.0,68.0,71.0
98398,0,12.0,28.9,21.0,28.4,7.6,8.6,6.0,2.0,28.0,15.0
98403,0,18.4,31.3,20.7,28.9,7.0,11.2,6.0,4.0,74.0,48.0
98407,1,5.8,18.3,16.6,15.1,2.6,1.3,8.0,7.0,93.0,88.0
98412,1,14.3,21.3,16.0,20.4,10.6,12.2,4.0,2.0,51.0,34.0
98413,0,15.9,27.3,19.9,26.1,2.8,6.9,7.0,2.0,77.0,33.0
98414,1,15.5,17.7,16.9,17.0,1.8,0.0,8.0,8.0,97.0,94.0
98415,0,18.4,29.1,25.4,26.7,3.8,10.9,1.0,1.0,69.0,58.0
98419,0,15.4,28.2,19.0,26.8,8.2,10.5,2.0,5.0,30.0,22.0
98420,0,16.3,35.3,21.0,33.6,6.6,10.3,6.0,4.0,55.0,23.0
98427,0,8.7,16.6,9.9,15.6,2.8,7.2,3.0,6.0,71.0,57.0
98428,0,10.2,19.7,15.8,18.0,3.0,9.1,3.0,3.0,58.0,44.0
98429,1,4.2,12.6,8.4,11.1,2.2,4.6,6.0,8.0,81.0,80.0
98431,0,2.4,21.4,9.7,21.3,4.4,10.1,0.0,2.0,63.0,30.0
98435,0,11.5,26.1,21.3,24.8,9.2,12.5,1.0,3.0,42.0,40.0
98436,1,22.2,31.0,28.8,28.5,8.0,9.6,1.0,7.0,62.0,66.0
98437,0,16.5,25.6,20.1,24.1,8.0,10.9,5.0,1.0,47.0,39.0
98440,0,11.4,21.6,18.6,18.9,6.2,10.3,2.0,6.0,34.0,30.0
98441,1,19.2,25.8,23.9,25.1,5.0,1.3,7.0,7.0,65.0,71.0
98442,1,10.6,16.2,14.9,11.2,1.4,7.0,7.0,2.0,59.0,60.0
98444,0,14.0,22.8,18.7,21.5,6.8,8.9,1.0,2.0,56.0,43.0
98452,1,8.4,19.5,11.9,18.5,5.2,2.2,7.0,3.0,89.0,53.0
98459,0,7.1,29.5,19.3,27.5,5.4,12.9,0.0,3.0,41.0,11.0
98460,0,8.8,16.6,12.1,14.4,2.4,6.7,1.0,5.0,67.0,67.0
98462,0,3.9,16.3,6.1,15.3,1.6,7.5,7.0,6.0,100.0,56.0
98466,0,13.5,26.1,16.7,25.1,6.6,9.0,7.0,1.0,78.0,54.0
98468,1,14.8,19.4,15.8,19.2,3.8,3.0,8.0,6.0,85.0,63.0
98476,0,6.2,15.8,13.0,15.2,4.2,1.2,7.0,7.0,59.0,44.0
98477,1,8.4,12.4,9.7,11.5,0.2,0.1,3.0,8.0,92.0,96.0
98478,0,8.1,15.7,10.7,13.4,0.6,3.9,6.0,6.0,69.0,64.0
98480,0,8.1,16.3,11.3,15.0,5.2,5.6,1.0,7.0,63.0,57.0
98483,0,22.7,32.3,29.4,30.2,8.0,9.5,1.0,6.0,57.0,56.0
98484,0,7.9,21.3,13.4,20.9,4.8,9.8,1.0,1.0,57.0,41.0
98486,0,9.1,17.6,11.7,16.9,4.0,6.3,7.0,6.0,77.0,52.0
98493,0,9.7,12.7,10.9,9.8,2.6,7.1,5.0,5.0,58.0,59.0
98495,0,10.3,17.4,14.5,16.4,2.2,9.8,4.0,7.0,70.0,55.0
98496,0,16.2,33.4,23.5,32.0,5.8,11.7,2.0,2.0,46.0,22.0
98497,0,13.6,26.3,22.0,24.4,6.4,10.4,1.0,5.0,61.0,57.0
98498,0,11.8,23.1,17.5,22.2,4.4,9.1,1.0,5.0,61.0,43.0
98499,0,15.6,27.9,24.2,23.2,4.4,7.0,1.0,7.0,58.0,60.0
98509,1,18.6,27.0,22.8,22.2,4.2,9.8,5.0,5.0,72.0,63.0
98510,0,8.0,13.2,8.7,12.8,2.8,2.8,7.0,6.0,84.0,63.0
98516,1,23.4,28.6,23.6,28.3,1.4,0.5,8.0,8.0,96.0,74.0
98517,0,15.7,27.9,23.3,26.0,5.6,10.7,1.0,1.0,60.0,56.0
98519,0,9.4,16.1,13.1,15.8,1.8,9.1,1.0,1.0,44.0,31.0
98524,0,10.6,27.8,14.8,27.6,3.4,10.6,1.0,1.0,93.0,40.0
98527,0,10.2,31.3,22.2,30.6,6.0,12.7,1.0,3.0,46.0,21.0
98530,0,4.8,19.9,12.1,19.5,3.4,9.6,7.0,1.0,75.0,43.0
98538,0,9.0,16.1,11.2,15.4,1.8,3.8,7.0,5.0,87.0,64.0
98539,1,19.3,23.7,20.1,19.6,3.2,0.1,6.0,7.0,93.0,92.0
98541,0,23.5,31.1,28.2,30.0,6.4,10.8,6.0,2.0,67.0,58.0
98543,0,7.7,23.1,11.8,22.5,3.4,5.7,1.0,7.0,75.0,35.0
98548,0,19.1,34.3,27.1,31.0,11.8,12.7,0.0,1.0,40.0,37.0
98549,0,24.3,31.8,28.7,30.0,6.2,2.3,7.0,8.0,65.0,68.0
98552,0,15.2,22.8,15.6,21.2,4.8,5.3,5.0,7.0,65.0,50.0
98556,0,18.4,24.0,20.7,22.4,8.0,6.1,7.0,5.0,56.0,56.0
98557,0,17.9,27.6,21.4,25.2,3.8,7.1,6.0,5.0,77.0,63.0
98558,1,15.5,28.1,17.9,26.4,1.6,0.0,8.0,8.0,100.0,53.0
98564,0,22.3,36.5,27.1,34.5,8.0,3.5,7.0,7.0,50.0,22.0
98565,1,9.5,16.0,11.5,15.6,1.8,6.3,8.0,4.0,93.0,77.0
98568,0,1.3,10.0,2.5,9.5,0.8,7.1,4.0,7.0,89.0,63.0
98577,1,7.0,13.2,8.3,11.5,3.0,5.7,5.0,8.0,81.0,73.0
98579,0,9.6,26.4,20.4,25.9,6.6,12.2,2.0,2.0,44.0,30.0
98586,1,19.9,21.8,20.6,21.2,2.6,0.0,7.0,7.0,93.0,95.0
98587,1,25.3,32.4,29.3,30.8,5.8,8.7,7.0,7.0,71.0,73.0
98588,0,20.0,36.4,25.1,34.7,10.6,12.4,4.0,1.0,51.0,33.0
98592,0,14.4,36.1,28.4,34.4,11.6,1.5,7.0,8.0,23.0,20.0
98595,0,17.6,22.9,22.1,21.8,7.8,10.2,2.0,5.0,50.0,50.0
98596,0,5.0,26.1,18.4,25.5,4.0,10.8,0.0,3.0,42.0,21.0
98597,0,6.1,21.6,15.0,20.9,3.2,9.5,1.0,2.0,61.0,41.0
98600,0,7.4,20.6,14.1,19.8,3.0,8.6,5.0,2.0,83.0,52.0
98605,0,13.4,21.9,17.0,20.4,6.4,4.7,7.0,7.0,59.0,56.0
98608,1,3.7,14.8,8.8,14.0,2.6,3.5,7.0,7.0,75.0,54.0
98611,0,16.7,20.0,17.4,18.5,8.0,0.4,7.0,8.0,71.0,58.0
98613,0,-2.3,11.8,1.7,11.3,1.4,7.8,1.0,2.0,89.0,45.0
98616,1,8.4,13.0,8.8,11.1,0.6,1.3,8.0,7.0,90.0,74.0
98620,0,13.8,28.5,21.1,28.5,4.0,10.7,1.0,1.0,62.0,28.0
98622,0,8.8,16.0,13.9,13.6,2.4,6.2,5.0,6.0,66.0,62.0
98625,0,22.2,26.9,25.2,25.2,5.2,10.7,4.0,6.0,80.0,69.0
98626,0,14.7,29.4,19.3,26.8,10.4,11.8,4.0,1.0,61.0,33.0
98627,0,10.4,23.7,15.9,22.8,3.6,10.0,1.0,1.0,73.0,50.0
98637,0,4.4,14.2,8.3,12.7,1.2,6.8,1.0,2.0,68.0,48.0
98643,0,19.8,38.1,24.5,35.5,7.0,9.9,7.0,1.0,37.0,15.0
98644,1,9.6,16.2,11.1,14.5,5.4,6.0,6.0,7.0,74.0,65.0
98645,1,23.5,29.4,23.9,28.1,4.8,2.0,8.0,7.0,93.0,74.0
98652,0,9.1,18.8,11.5,18.4,4.0,6.2,7.0,4.0,71.0,39.0
98653,1,9.1,17.0,12.8,15.1,3.4,6.4,1.0,7.0,63.0,45.0
98660,0,25.5,31.9,29.5,30.6,6.8,10.5,4.0,3.0,65.0,62.0
98663,0,2.3,11.6,7.6,11.2,1.8,7.5,7.0,3.0,78.0,56.0
98675,0,14.1,26.3,17.3,24.7,8.0,12.6,3.0,2.0,40.0,21.0
98679,0,14.1,20.2,15.4,19.9,4.8,8.3,7.0,2.0,82.0,62.0
98680,0,14.1,25.3,22.6,24.2,1.8,10.5,1.0,1.0,72.0,66.0
98681,1,12.0,13.7,12.4,13.1,3.4,1.7,7.0,7.0,70.0,55.0
98682,0,6.3,21.2,15.3,20.3,5.8,11.1,3.0,4.0,23.0,12.0
98683,0,12.7,25.8,16.1,24.8,8.0,2.9,1.0,0.0,48.0,16.0
98684,1,11.3,17.4,14.2,16.3,3.0,7.2,8.0,6.0,93.0,74.0
98685,0,15.6,32.2,21.0,30.4,8.0,12.3,0.0,1.0,55.0,25.0
98687,0,18.1,29.5,26.0,26.4,4.2,7.3,6.0,5.0,58.0,56.0
98692,0,17.3,30.2,22.0,28.1,1.0,11.2,1.0,2.0,65.0,49.0
98694,0,12.7,22.4,17.2,21.3,1.8,8.7,4.0,3.0,72.0,55.0
98697,1,23.1,25.9,23.9,24.7,4.4,0.0,8.0,8.0,98.0,91.0
98699,1,7.5,16.6,10.7,11.8,3.2,3.7,7.0,6.0,65.0,68.0
98702,0,4.3,23.2,11.4,22.6,3.2,10.4,0.0,1.0,90.0,43.0
98707,0,17.9,26.0,20.0,24.2,7.2,6.9,8.0,5.0,85.0,58.0
98708,0,13.3,26.0,16.7,25.7,6.6,7.0,7.0,5.0,65.0,31.0
98713,0,10.4,30.9,17.3,29.7,10.2,10.1,6.0,2.0,26.0,8.0
98714,0,7.3,28.3,21.1,27.3,4.0,9.1,1.0,5.0,33.0,14.0
98722,0,11.7,20.9,15.5,19.2,7.2,9.8,5.0,3.0,55.0,44.0
98726,0,14.1,19.9,15.4,17.8,5.8,5.5,7.0,7.0,87.0,54.0
98727,0,16.7,25.4,22.6,23.8,9.6,12.9,5.0,6.0,63.0,60.0
98729,0,8.8,13.7,9.5,13.5,1.4,3.8,8.0,6.0,99.0,77.0
98731,0,10.5,26.4,17.6,26.0,3.0,9.9,1.0,2.0,51.0,22.0
98736,0,12.6,20.7,14.1,17.6,4.6,9.5,8.0,6.0,79.0,63.0
98739,1,18.6,30.4,26.2,29.0,9.0,6.0,8.0,8.0,58.0,54.0
98742,0,19.5,36.2,26.0,34.7,11.2,11.6,1.0,1.0,53.0,28.0
98743,0,17.7,32.7,22.5,29.6,6.8,7.7,7.0,7.0,58.0,36.0
98749,1,18.6,36.2,26.5,34.7,8.6,10.1,1.0,3.0,48.0,26.0
98751,0,18.9,23.3,19.5,22.4,10.4,11.5,5.0,3.0,60.0,45.0
98755,0,5.6,14.8,7.9,14.2,2.8,8.5,7.0,3.0,72.0,34.0
98762,0,4.8,15.0,8.8,14.6,0.6,0.2,7.0,7.0,92.0,51.0
98765,0,11.4,18.5,14.8,17.4,3.0,8.1,6.0,5.0,67.0,63.0
98766,1,15.1,28.8,21.6,28.0,11.8,5.7,1.0,7.0,39.0,21.0
98767,1,6.2,27.0,12.9,24.8,3.8,7.6,5.0,7.0,91.0,31.0
98768,0,10.3,12.9,11.4,12.6,1.6,0.0,7.0,7.0,62.0,61.0
98772,1,11.4,15.5,12.5,15.2,4.8,0.3,7.0,7.0,99.0,72.0
98777,0,15.7,31.6,19.6,29.7,6.6,12.3,7.0,4.0,74.0,41.0
98782,0,9.3,23.1,15.9,21.8,3.6,9.9,4.0,5.0,64.0,39.0
98794,0,11.8,24.8,15.7,20.7,6.2,0.3,8.0,8.0,75.0,71.0
98796,0,10.7,25.5,17.2,24.6,5.8,9.8,6.0,4.0,46.0,33.0
98797,0,6.7,13.0,7.6,11.9,2.4,2.6,7.0,7.0,99.0,60.0
98799,0,7.4,26.1,11.4,24.8,4.2,10.1,7.0,1.0,86.0,42.0
98800,0,18.1,31.9,22.4,30.4,7.6,11.0,5.0,1.0,68.0,43.0
98803,0,15.4,20.8,19.1,20.3,5.4,10.6,6.0,1.0,63.0,47.0
98806,0,3.7,16.9,8.9,16.7,0.6,8.7,0.0,1.0,93.0,45.0
98807,1,14.3,20.1,18.3,18.5,4.0,4.3,7.0,7.0,74.0,65.0
98808,0,3.9,17.0,6.9,16.9,1.2,8.4,0.0,0.0,93.0,44.0
98809,1,6.8,14.8,11.2,12.3,2.6,6.6,4.0,7.0,75.0,66.0
98810,1,25.1,33.7,30.1,32.6,6.8,10.2,5.0,7.0,76.0,62.0
98812,0,17.2,28.1,22.8,27.0,7.0,12.6,1.0,1.0,60.0,48.0
98814,1,8.0,18.5,12.7,15.9,2.6,5.1,1.0,7.0,60.0,83.0
98815,0,20.2,26.0,23.6,24.2,4.6,11.4,3.0,4.0,73.0,71.0
98817,0,25.4,34.7,30.5,33.8,8.0,10.0,2.0,2.0,60.0,47.0
98820,0,14.4,25.9,16.9,24.6,1.8,6.9,7.0,3.0,75.0,37.0
98824,0,15.8,21.4,16.2,21.1,3.8,1.5,8.0,8.0,63.0,41.0
98825,1,2.0,11.1,7.0,10.5,2.4,3.6,7.0,7.0,62.0,44.0
98829,0,6.7,19.3,15.7,17.6,3.6,7.6,1.0,7.0,62.0,55.0
98834,0,9.8,18.6,12.7,18.3,2.4,4.4,5.0,7.0,72.0,58.0
98835,0,20.9,30.4,27.1,29.5,7.6,7.7,1.0,7.0,66.0,55.0
98837,1,11.3,18.1,15.7,17.3,3.8,9.8,3.0,3.0,62.0,50.0
98838,0,15.1,24.3,18.9,19.7,7.0,0.4,7.0,7.0,69.0,80.0
98840,0,9.0,24.5,17.4,22.8,3.0,7.3,3.0,6.0,50.0,33.0
98841,0,3.9,21.6,13.0,20.7,3.0,10.5,0.0,2.0,60.0,31.0
98842,0,18.6,32.6,25.1,29.8,12.8,11.7,0.0,7.0,44.0,36.0
98845,0,15.8,30.6,21.7,27.2,8.9,8.3,7.0,6.0,66.0,44.0
98846,0,16.1,26.5,23.2,24.0,7.8,11.8,1.0,2.0,48.0,46.0
98847,1,2.9,11.7,5.8,9.4,1.0,4.6,7.0,7.0,62.0,65.0
98856,0,20.6,38.1,25.6,36.3,12.0,11.4,1.0,1.0,38.0,16.0
98857,0,14.1,33.9,28.0,33.7,9.8,12.9,1.0,2.0,24.0,13.0
98858,0,15.0,29.7,21.9,28.0,7.0,9.4,4.0,5.0,51.0,26.0
98866,0,5.6,22.3,13.4,21.6,3.6,10.9,1.0,3.0,49.0,18.0
98870,1,5.7,17.8,11.5,17.2,1.8,10.0,1.0,6.0,84.0,50.0
98871,0,21.1,39.3,29.7,38.0,12.4,10.1,6.0,6.0,35.0,19.0
98874,1,7.0,12.8,8.4,12.2,2.8,6.2,6.0,8.0,73.0,73.0
98879,0,19.3,23.7,21.9,22.6,3.4,10.6,3.0,3.0,79.0,72.0
98883,0,11.5,26.7,15.7,24.7,6.8,9.7,2.0,6.0,39.0,19.0
98891,0,14.0,31.5,21.0,30.0,7.4,9.3,4.0,6.0,47.0,15.0
98895,1,18.2,27.1,23.1,25.7,6.0,7.6,6.0,2.0,70.0,62.0
98897,0,11.6,22.8,14.4,22.2,7.2,6.1,7.0,7.0,52.0,26.0
98899,0,8.9,21.6,15.2,20.7,4.2,10.3,2.0,4.0,58.0,42.0
98900,0,11.0,24.9,17.7,24.8,4.6,9.9,3.0,6.0,45.0,27.0
98901,1,5.3,19.0,10.6,18.1,2.0,0.7,7.0,7.0,78.0,44.0
98902,1,10.2,16.8,15.8,12.8,2.2,3.9,1.0,7.0,54.0,68.0
98903,0,15.8,19.9,16.2,18.1,1.2,1.2,8.0,7.0,90.0,67.0
98905,0,8.5,18.0,13.0,17.2,4.4,11.7,1.0,1.0,54.0,44.0
98908,0,8.9,27.1,14.3,26.1,6.4,9.7,1.0,4.0,71.0,26.0
98914,1,12.1,13.1,12.5,12.8,1.8,0.0,8.0,8.0,87.0,94.0
98917,0,18.3,26.3,22.5,24.9,5.4,4.0,4.0,6.0,68.0,63.0
98919,0,21.4,35.3,26.0,33.6,8.2,8.8,7.0,4.0,71.0,37.0
98923,0,6.7,16.0,10.3,14.8,2.6,5.8,6.0,5.0,57.0,39.0
98927,0,14.5,27.6,17.1,22.9,7.4,5.3,7.0,8.0,69.0,56.0
98929,0,11.3,30.2,22.0,28.2,5.4,9.3,7.0,7.0,38.0,18.0
98931,0,8.5,21.4,14.4,21.2,3.6,10.0,1.0,2.0,54.0,36.0
98937,0,17.0,29.3,24.3,28.9,1.6,12.3,5.0,1.0,71.0,51.0
98938,0,10.5,24.1,16.0,23.5,3.0,9.9,1.0,1.0,60.0,27.0
98941,0,20.2,24.5,22.7,23.3,7.0,2.6,7.0,7.0,76.0,72.0
98943,0,15.2,22.2,16.8,21.3,5.0,0.9,7.0,7.0,79.0,57.0
98944,0,14.1,23.5,19.6,20.4,7.6,6.9,7.0,7.0,43.0,43.0
98946,0,16.5,28.0,25.5,26.6,7.2,10.7,3.0,1.0,64.0,57.0
98950,0,21.3,26.3,23.6,24.7,4.8,2.8,6.0,6.0,75.0,67.0
98952,0,11.1,22.9,14.0,20.9,3.0,10.2,1.0,7.0,72.0,51.0
98953,0,20.3,27.5,22.1,26.2,8.2,11.7,4.0,1.0,50.0,35.0
98954,0,23.0,31.5,28.8,28.6,11.6,7.6,4.0,7.0,53.0,53.0
98959,0,17.3,33.0,22.7,31.3,12.0,11.3,6.0,6.0,35.0,20.0
98963,0,23.5,30.8,27.3,29.7,6.0,10.0,6.0,6.0,68.0,53.0
98967,0,22.4,32.8,27.8,31.8,6.6,10.2,1.0,5.0,67.0,34.0
98969,0,24.3,33.1,28.2,31.5,7.6,7.4,3.0,4.0,65.0,52.0
98970,0,14.2,19.8,15.5,17.0,1.6,0.0,8.0,8.0,94.0,78.0
98973,0,2.6,21.0,11.5,19.5,3.6,12.5,2.0,0.0,68.0,31.0
98975,0,6.4,16.2,12.3,14.9,0.8,10.5,4.0,5.0,67.0,50.0
98976,0,17.8,38.9,23.8,38.0,8.8,11.6,0.0,0.0,51.0,19.0
98981,0,5.7,18.7,14.9,18.4,2.2,9.8,1.0,2.0,54.0,45.0
98982,0,8.3,23.3,15.6,21.5,4.4,3.1,7.0,7.0,61.0,34.0
98983,0,13.9,22.2,17.4,20.3,11.6,12.5,4.0,6.0,60.0,52.0
98984,0,5.7,22.2,10.8,19.3,2.6,9.8,0.0,1.0,89.0,56.0
98990,0,12.7,18.4,16.1,16.8,3.4,3.7,6.0,7.0,57.0,61.0
98996,0,8.8,13.7,9.1,12.0,2.2,5.5,7.0,6.0,81.0,50.0
98998,0,9.7,32.6,24.9,31.3,8.0,12.2,3.0,4.0,25.0,13.0
98999,0,15.9,35.8,24.5,34.8,9.4,12.5,1.0,7.0,55.0,19.0
99001,0,3.5,15.2,7.9,14.8,1.2,8.4,1.0,2.0,86.0,57.0
99002,0,9.3,17.8,11.6,17.1,5.0,7.9,6.0,5.0,54.0,36.0
99005,0,15.2,24.5,19.3,23.3,5.6,8.8,3.0,5.0,48.0,43.0
99006,0,3.9,16.2,12.1,14.7,2.6,5.9,3.0,6.0,64.0,57.0
99010,1,12.8,22.6,17.6,20.8,2.2,8.3,3.0,2.0,66.0,49.0
99011,1,8.8,16.1,13.4,11.6,1.8,0.3,7.0,7.0,63.0,97.0
99015,1,12.0,21.5,16.5,21.3,4.6,3.7,4.0,7.0,46.0,40.0
